vin,year,make,model,trim,price,mileage,transmission,drivetrain,fuel_type,city_mpg,hwy_mpg,exterior_color,interior_color,city,state
55SWF4JB0HU232478,2017,Mercedes-Benz,C-Class,C 300 Sedan ,17999,80302,Automatic,RWD,Gas,23,30,Black,Black, Long Beach, CA
2C3CDZKG1LH185602,2020,Dodge,Challenger,GT ,32998,28607,Automatic,AWD,Gas,18,27,Triple Nickel Clearcoat,Black, Salt Lake City, UT
YV1BW982681046000,2008,Volvo,V70,3.2L Wagon,7950,95182,Automatic,FWD,Gas,16,24,Gray,Gray, Bellflower, CA
3GNAXLEU8JS551145,2018,Chevrolet,Equinox,LT with 3LT ,18500,38681,Automatic,FWD,Diesel,28,39,Silver Ice Metallic,Jet Black, Spring, TX
JTEBU11F770046355,2007,Toyota,FJ, ,12550,250501,Automatic,4WD,Gas,17,21,Purple,Dark Charcoal, Houston, TX
5YFS4RCE6LP030882,2020,Toyota,Corolla,SE ,23991,37876,Automatic,FWD,Gas,31,40,Blueprint,Dark, Gardena, CA
3N1CN7APXJL885043,2018,Nissan,Versa,2018.5 SV ,12439,70015,Automatic,FWD,Gas,31,39,Gun Metallic,Charcoal, Woodway, TX
1C4PJMBX4LD558850,2020,Jeep,Cherokee,Trailhawk ,30994,21113,Automatic,4WD,Gas,18,24,Bright White Clearcoat,Black, Boise, ID
2C3CDXHG2MH625811,2021,Dodge,Charger,GT ,30998,21547,Automatic,RWD,Gas,19,30,Granite Pearlcoat,Black, San Fernando, CA
2T2BK1BA7DC192538,2013,Lexus,RX,RX 350 F Sport ,20998,120006,Automatic,AWD,Gas,18,26,Black,Black, Meridian, ID
2C3CDXHG3FH836745,2015,Dodge,Charger,SXT ,19500,50048,Automatic,RWD,Gas,19,31,Pitch Black,Black, Glendale, CA
KNDCE3LC3K5316357,2019,Kia,Niro,Hybrid Touring,27374,10392,Automatic,FWD,Hybrid,46,40,Aurora Black Pearl,Charcoal, Long Beach, CA
1FTEW1E88GFA72872,2016,Ford,F-150,XLT SuperCrew 5.5' Box ,16999,163614,Automatic,4WD,Gas,17,23,White,Gray, Smyrna, GA
1FAHP60A32Y122159,2002,Ford,Thunderbird,Premium,10880,114410,Automatic,RWD,Gas,17,23,Evening Black,Midnight Black, Sherman Oaks, CA
1N4AL3AP9FN340001,2015,Nissan,Altima,2.5 S,10995,116285,Automatic,FWD,Gas,27,38,Super Black,Charcoal, San Antonio, TX
1C6RRFFG9LN390082,2020,Ram,1500,"Big Horn Crew Cab 5'7"" Box ",39969,24423,Automatic,4WD,Gas,19,24,Granite Crystal Metallic Clearcoat,Black, Lithonia, GA
2GTEK13T051127564,2005,GMC,Sierra,SLE Crew Cab RB  AT,10800,157867,Automatic,4WD,Gas,15,19,Blue,Unknown, Boise, ID
W1KAF4GB0PR084124,2023,Mercedes-Benz,C-Class,C 300 Sedan ,44998,5475,Automatic,RWD,Gas,25,36,Manufaktur Moonlight White Metallic,Unknown, Valencia, CA
1GCHSBEA8K1226634,2019,Chevrolet,Colorado,WT Extended Cab Standard Box ,24998,53777,Automatic,RWD,Gas,20,26,Silver Ice Metallic,Jet Black/Dark Ash, Inglewood, CA
KM8R4DHE4LU159129,2020,Hyundai,Palisade,SEL ,37752,23667,Automatic,AWD,Gas,19,24,Steel Graphite,Black, Jacksonville, FL
1FA6P8TH9L5176662,2020,Ford,Mustang,EcoBoost Fastback,27595,22036,Automatic,RWD,Gas,21,30,Velocity Blue Metallic,Ebony, Los Angeles, CA
1GYKNCRS4LZ165558,2020,Cadillac,XT5,Premium Luxury ,41991,6529,Automatic,FWD,Gas,21,28,Crystal White Tricoat,Jet Black, Los Angeles, CA
5UXKR2C31H0U23129,2017,BMW,X5,sDrive35i ,30998,44829,Automatic,RWD,Gas,18,25,Ruby Black Metallic,Black, Roswell, GA
4JGFB4JB2NA656404,2022,Mercedes-Benz,GLE,GLE 350 ,61471,12342,Automatic,RWD,Gas,19,27,Polar White,Black, Daytona Beach, FL
JTELU5JR0P6132884,2023,Toyota,4Runner,TRD Pro ,62949,103,Automatic,4WD,Gas,16,19,Midnight Black Metallic,Black/Graphite, Bountiful, UT
5J8TC2H79KL011955,2019,Acura,RDX,SH- with Advance Package,28500,40729,Automatic,AWD,Gas,21,27,Canyon Bronze Metallic,Parchment, Ogden, UT
3FADP4EJ9KM143279,2019,Ford,Fiesta,SE Hatchback,15693,48807,Automatic,FWD,Gas,27,35,Shadow Black,Charcoal Black, Tooele, UT
1FTEW1EB3MFA62547,2021,Ford,F-150,XLT SuperCrew 5.5' Box ,41202,31151,Automatic,4WD,Gas,19,22,White,Black/Medium Dark Slate, Corvallis, OR
1FTEW1EP7KFB71845,2019,Ford,F-150,XLT SuperCrew 5.5' Box ,34990,63536,Automatic,4WD,Gas,18,23,Agate Black,Black, Milford, MA
1GNSKBKC7KR330522,2019,Chevrolet,Tahoe,LT ,36998,81506,Automatic,4WD,Gas,15,21,Summit White,Jet Black, Warner Robins, GA
KMHH55LC9LU135557,2020,Hyundai,Elantra,GT N Line DCT,24998,27056,Automatic,FWD,Gas,25,32,Ceramic White,Black W/Red, Gaithersburg, MD
1FTEW1EP7LKE35249,2020,Ford,F-150,XL SuperCrew 5.5' Box ,41504,24389,Automatic,4WD,Gas,18,23,Magnetic Metallic,Black, San Antonio, TX
WMWZC5C56GWU20594,2016,MINI,Countryman,S ALL4,17999,73219,Automatic,AWD,Gas,25,31,Light White,Carbon Black, American Fork, UT
KL4CJASB8KB843010,2019,Buick,Encore,Preferred ,21950,25181,Automatic,FWD,Gas,25,30,Winterberry Red Metallic,Ebony, Online Retailer,
3N1CE2CP3FL441512,2015,Nissan,Versa,Note 1.6 SR ,9999,110419,Automatic,FWD,Gas,31,40,Red Brick Metallic,Charcoal, North Hills, CA
SHHFK7H48MU401189,2021,Honda,Civic,Sport Hatchback ,23494,18149,Automatic,FWD,Electric,84,,Perla White Tri-Coat,Black, Newark, CA
JTNKHMBX7M1121641,2021,Toyota,C-HR,LE ,25589,4742,Automatic,FWD,Gas,27,31,Magnetic Gray Metallic,Black, Online Retailer,
1FTFW1EF5GFC87712,2016,Ford,F-150,XLT SuperCrew 5.5' Box ,27987,80543,Automatic,4WD,Gas,17,23,Shadow Black,Medium Earth Gray, Blue Springs, MO
1C6RR7FT5JS233456,2018,Ram,1500,"Tradesman Quad Cab 6'4"" Box ",18995,123986,Automatic,4WD,Gas,16,23,Bright White Clearcoat,Diesel Gray/Black, Live Oak, FL
2HGFC2F6XLH540109,2020,Honda,Civic,LX Sedan ,19649,37942,Automatic,FWD,Gas,30,38,Modern Steel Metallic,Gray, Fullerton, CA
1FTFW1ED4MFC48264,2021,Ford,F-150,XLT SuperCrew 5.5' Box ,45981,54291,Automatic,4WD,Hybrid,19,22,Oxford White,Black W/Baja Tan, San Antonio, TX
1FTEW1E57LKD78355,2020,Ford,F-150,Lariat SuperCrew 5.5' Box ,44788,71916,Automatic,4WD,Gas,18,23,Black,Black, Douglas, GA
W1N0G8EB1NG104315,2022,Mercedes-Benz,GLC,GLC 300 SUV 4MATIC,44998,6534,Automatic,AWD,Gas,21,28,Black,Black, Nanuet, NY
1C6SRFET7LN230220,2020,Ram,1500,"Rebel Quad Cab 6'4"" Box ",36850,60419,Automatic,4WD,Gas,19,24,Maximum Steel Metallic Clearcoat,Black, Universal City, TX
3VV1B7AX2LM022863,2020,Volkswagen,Tiguan,2.0T S ,23998,33550,Automatic,FWD,Gas,22,29,Deep Black Pearl,Titan Black, Jensen Beach, FL
WP0AB2A97HS122930,2017,Porsche,911,Carrera S,115000,16113,Manual,RWD,Gas,20,29,Racing Yellow,Tan, Salt Lake City, UT
JTHBL5EF8B5102595,2011,Lexus,LS,LS 460 ,16995,53503,Automatic,RWD,Gas,16,24,Blue,Black/Saddletan, Los Angeles, CA
2G1WT58N589204852,2008,Chevrolet,Impala,LT 3.5L,4290,116067,Automatic,FWD,Gas,18,29,Dark Silver Metallic,Gray, Santa Clarita, CA
ZFBNFYB18KP808750,2019,FIAT,500X,Trekking,21989,64907,Automatic,AWD,Gas,23,29,Nero Cinema (Black Clear Coat),Black, Salt Lake City, UT
1C6RR7HT3DS530372,2013,Ram,1500,"Sport Quad Cab 6'4"" Box ",22977,92464,Automatic,4WD,Gas,14,19,Black,Black Interior, Salt Lake City, UT
5UXTY3C08M9F59348,2021,BMW,X3,sDrive30i ,33571,47089,Automatic,RWD,Gas,25,29,Dark Graphite Metallic,Black, Atlanta, GA
3FA6P0HD1LR109042,2020,Ford,Fusion,SE ,21888,31055,Automatic,FWD,Gas,23,34,Oxford White,Medium Light Stone, Crystal Lake, IL
1FMSK8FH0MGA88751,2021,Ford,Explorer,Limited ,35800,43816,Automatic,4WD,Gas,20,27,Agate Black Metallic,Sandstone, Online Retailer,
3GCUYEED1KG183586,2019,Chevrolet,Silverado,RST Crew Cab Short Box ,43443,57910,Automatic,4WD,Gas,19,22,Summit White,Jet Black, Sebring, FL
2FMPK4K98LBA16618,2020,Ford,Edge,Titanium ,27700,62370,Automatic,AWD,Gas,21,28,Agate Black,Ebony, Wilmington, NC
1FMSK7DHXLGD10353,2020,Ford,Explorer,XLT ,32495,40676,Automatic,RWD,Gas,21,28,Agate Black Metallic,Ebony, Woodland Hills, CA
JTDEPMAE6N3019578,2022,Toyota,Corolla,LE ,23995,20054,Automatic,FWD,Gas,30,38,Wind Chill Pearl,Black, Tracy, CA
1FMCU9H69NUA79548,2022,Ford,Escape,SEL ,31295,5883,Automatic,AWD,Gas,22,31,Iced Blue Silver Metallic,Ebony, Colorado Springs, CO
1FTER4EH2KLA49879,2019,Ford,Ranger,XLT SuperCrew 5' Box ,31031,39555,Automatic,RWD,Gas,21,26,Ingot Silver,Ebony, Online Retailer,
WBAJA7C53KG910363,2019,BMW,5,530i xDrive,31998,50380,Automatic,AWD,Gas,23,33,Glacier Silver Metallic,Black, Murfreesboro, TN
1FTER4EH7KLA56200,2019,Ford,Ranger,XLT SuperCrew 5' Box ,28923,51155,Automatic,RWD,Gas,21,26,Oxford White,Ebony, Huntington Beach, CA
4S4BTANC9L3116692,2020,Subaru,Outback,2.5i Limited,30998,44400,Automatic,AWD,Gas,26,33,Tungsten Metallic,Warm Ivory, Salem, OR
2T3H1RFV2MC096787,2021,Toyota,RAV4,LE ,26998,43128,Automatic,FWD,Gas,27,35,Super White,Black, Cary, NC
2HGFC4B80KH306711,2019,Honda,Civic,Sport Coupe ,24998,30424,Automatic,FWD,Gas,25,35,Platinum White Pearl,Black, Tyler, TX
1C4PJMDX5KD255247,2019,Jeep,Cherokee,Limited ,24399,37264,Automatic,4WD,Gas,19,27,Granite Crystal Metallic Clearcoat,Black, Chesterton, IN
3GCUKSEJ3JG537693,2018,Chevrolet,Silverado,LTZ Crew Cab Standard Box ,32255,101352,Automatic,4WD,Gas,16,22,Summit White,Cocoa/Dune, Boise, ID
1FTEW1C88MFA71655,2021,Ford,F-150,XLT SuperCrew 5.5' Box ,35788,59140,Automatic,RWD,Gas,20,24,Agate Black Metallic,Black W/Baja Tan, Pasadena, TX
2C4RDGCG8FR548856,2015,Dodge,Grand,SXT,13977,108245,Automatic,FWD,Gas,17,25,Granite Crystal Metallic Clearcoat,Black/Light Graystone, Salt Lake City, UT
5FNYF6H58GB038186,2016,Honda,Pilot,EX-L ,21384,110053,Automatic,AWD,Gas,18,26,Steel Sapphire Metallic,Beige, Bountiful, UT
JTDBVRBD9KA005841,2019,Toyota,Mirai,Sedan,16997,35676,Automatic,FWD,Hydrogen,66,66,Elemental Silver Metallic,No Color, Hayward, CA
JF2SKAGCXLH450884,2020,Subaru,Forester,2.5i Premium,18995,80918,Automatic,AWD,Gas,26,33,Crystal White Pearl,Gray, Fredericksburg, VA
5NPD84LF7LH576533,2020,Hyundai,Elantra,SEL 2.0L IVT,17795,61899,Automatic,FWD,Gas,30,40,Portofino Gray,Black, Roseville, CA
1G8ZV57777F276492,2007,Saturn,Aura,4dr Sedan XR,3500,202499,Automatic,FWD,Gas,20,28,Ocean Mist,Morocco Brown, Johnson City, TN
5FNRL38707B060552,2007,Honda,Odyssey,EX-L with Rear Entertainment System,6995,136725,Automatic,FWD,Gas,19,26,Blue,Gray, Norfolk, VA
5YJXCBE43JF127826,2018,Tesla,Model,P100D,69980,39054,Automatic,AWD,Electric,289,,White,White, Birmingham, AL
ZFF65THA1E0197392,2014,Ferrari,California,Convertible,113488,27572,Manual,RWD,Gas,13,19,Canna Di Fucile,Rosso, Raleigh, NC
1FMCU0JX8EUA29027,2014,Ford,Escape,Titanium ,11999,94927,Automatic,FWD,Gas,23,32,Tuxedo Black,Tan, Fredericksburg, VA
2T1BU4EE0DC983640,2013,Toyota,Corolla,S ,11597,137726,Automatic,FWD,Gas,26,34,Magnetic Gray Metallic,Dark Charcoal, Roseville, CA
5XYRK4LF5MG061546,2021,Kia,Sorento,SX Prestige ,38391,28205,Automatic,FWD,Gas,22,29,Glacial White Pearl,Black, Fort Worth, TX
KL7CJPSM3NB520771,2022,Chevrolet,Trax,LT ,21997,16323,Automatic,AWD,Gas,23,30,Summit White,Jet Black, Miami, FL
3GCUYHED6MG410601,2021,Chevrolet,Silverado,High Country Crew Cab Standard Bed ,52541,31233,Automatic,4WD,Gas,16,22,Iridescent Pearl Tricoat,Jet Black/Umber, Devils Lake, ND
1C4HJWDGXHL576649,2017,Jeep,Wrangler,Unlimited Sport,25475,73212,Automatic,4WD,Gas,16,21,Billet Silver Metallic Clearcoat,Black, Billings, MT
3GKALVEV7LL130611,2020,GMC,Terrain,SLT ,25999,13931,Automatic,AWD,Gas,25,28,Red Quartz Tintcoat,Jet Black, Bakersfield, CA
JTEKU5JR5N5979656,2022,Toyota,4Runner,Limited ,56980,1376,Automatic,4WD,Gas,16,19,Blizzard Pearl,Black/Graphite, Seattle, WA
5UXWX5C53BL706146,2011,BMW,X3,xDrive28i ,11788,114067,Automatic,AWD,Gas,19,25,Mineral Silver Metallic,Brown, Garden City, ID
5TEJU62N68Z592469,2008,Toyota,Tacoma,PreRunner Double Cab V6  ,16690,128428,Automatic,RWD,Gas,16,20,Silver Streak Mica,Graphite, Bellflower, CA
1GNEVNKW1PJ119418,2023,Chevrolet,Traverse,High Country ,53690,5754,Automatic,AWD,Gas,17,25,Radiant Red Tintcoat,Jet Black/Clove, Salt Lake City, UT
3C4NJCAB7JT465836,2018,Jeep,Compass,Sport ,11999,129049,Automatic,FWD,Gas,23,32,Diamond Black Crystal Pearlcoat,Sandstorm/Black, Davis, CA
1N4BL4CV1MN336382,2021,Nissan,Altima,2.5 SR ,24000,61553,Automatic,FWD,Gas,28,39,Super Black,Sport, Devils Lake, ND
1C4NJRBB2FD239282,2015,Jeep,Patriot,Sport ,14900,49620,Automatic,4WD,Gas,22,27,Granite Crystal Metallic Clearcoat,Dark Slate Gray, Laurel, MD
2FMDK3AK3DBA36794,2013,Ford,Edge,Sport ,15998,109296,Automatic,FWD,Gas,19,26,White Platinum Tri-Coat Metallic,Charcoal Black, Ontario, CA
1FT6W1EV2NWG13535,2022,Ford,F-150,LARIAT SuperCrew 5.5' Box ,82999,11381,Automatic,AWD,Electric,230,,Agate Black Metallic,Black, Salt Lake City, UT
1FMSK8FH6MGB36916,2021,Ford,Explorer,Limited ,32198,110645,Automatic,FWD,Gas,23,36,Billet Silver Metallic Clearcoat,Black, Mesa, AZ
1G1RE6E49EU173743,2014,Chevrolet,Volt,Hatch,13998,87357,Automatic,FWD,Plug-In Hybrid,101,93,Black,Jet Black Seats/Dark Accents, Norco, CA
2T2HZMAA0NC233912,2022,Lexus,RX,RX 350 ,47997,18449,Automatic,FWD,Gas,20,27,Eminent White Pearl,Black, Grapevine, TX
4T3L6RFV0MU024514,2021,Toyota,RAV4,Hybrid LE ,21000,149560,Automatic,AWD,Hybrid,41,38,White,Tan, Stone Mountain, GA
1N4AL3AP1HC269858,2017,Nissan,Altima,2.5 S,16999,53173,Automatic,FWD,Gas,27,39,Super Black,Beige, Los Angeles, CA
JN8AT2MV4LW115557,2020,Nissan,Rogue,SV ,25999,12362,Automatic,AWD,Gas,25,32,Magnetic Black Pearl,Charcoal, Milford, MA
1FTFW1RG9JFB70242,2018,Ford,F-150,Raptor SuperCrew 5.5' Box ,48735,82000,Automatic,4WD,Gas,15,18,Oxford White,Black, Fort Worth, TX
5XYRK4LF8MG043882,2021,Kia,Sorento,SX Prestige ,40800,7161,Automatic,FWD,Gas,22,29,Ebony Black,Black, Van Nuys, CA
KMHD74LF6HU397511,2017,Hyundai,Elantra,SE 2.0L Sedan  (Ulsan),12850,74578,Automatic,FWD,Gas,29,38,Galactic Gray,Gray, Savannah, GA
5TFTY5F12KX010459,2019,Toyota,Tundra,SR5 Double Cab 8.1' Bed 5.7L ,29999,37958,Automatic,RWD,Gas,13,18,White,Black, Sacramento, CA
2HNYD2H37CH501821,2012,Acura,MDX,with Technology Package,15900,84611,Automatic,AWD,Gas,16,21,Gray,Unknown, Boise, ID
2FMPK4J94NBA32304,2022,Ford,Edge,SEL,28989,6886,Automatic,AWD,Gas,21,28,Agate Black Metallic,Black, Columbus, OH
3VWE57BU7KM062007,2019,Volkswagen,Jetta,SEL ,20998,55848,Automatic,FWD,Gas,30,40,Habanero Orange Metallic,Storm Gray, Pleasanton, CA
KNMAT2MV3FP573178,2015,Nissan,Rogue,SV ,18341,52961,Automatic,AWD,Gas,25,32,Gun Metallic,Charcoal, Columbus, OH
3VV1B7AX7MM054645,2021,Volkswagen,Tiguan,2.0T S ,27998,5386,Automatic,FWD,Gas,23,29,Pure White,Storm Gray, Inglewood, CA
3VWC57BU5KM056858,2019,Volkswagen,Jetta,S ,16995,59991,Automatic,FWD,Gas,30,40,Platinum Gray Metallic,Titan Black, Sunnyvale, CA
3C4PDDBG7JT278662,2018,Dodge,Journey,SXT ,8994,173038,Automatic,AWD,Gas,16,24,Vice White,Black, Columbus, OH
1G1FZ6S03K4116538,2019,Chevrolet,Bolt,Premier,19999,70481,Automatic,FWD,Electric,238,,Summit White,Dark Galvanized Gray, Salt Lake City, UT
55SWF8DB5KU300980,2019,Mercedes-Benz,C-Class,C 300 Sedan ,26490,48875,Automatic,RWD,Gas,23,34,Black,Black, Hialeah, FL
2C3CDZAG9KH652572,2019,Dodge,Challenger,SXT  ,25969,41238,Automatic,RWD,Gas,19,30,White Knuckle Clearcoat,Black, Van Nuys, CA
3FA6P0H73HR221634,2017,Ford,Fusion,SE ,15499,58367,Automatic,FWD,Gas,21,32,Ingot Silver,Ebony, Azusa, CA
JTHBJ46G382255791,2008,Lexus,ES,ES 350,11078,109770,Automatic,FWD,Gas,19,27,Black Sapphire,Cashmere, Ridgeland, MS
1FA6P8TH0L5119167,2020,Ford,Mustang,EcoBoost Premium Fastback,23377,67321,Manual,RWD,Gas,21,30,Iconic Silver Metallic,Ebony, Bellflower, CA
3GKALMEVXLL153309,2020,GMC,Terrain,SLE ,23591,24433,Automatic,FWD,Gas,26,30,Graphite Gray Metallic,Jet Black, Beverly Hills, CA
5NMS2DAJ9PH486691,2023,Hyundai,Santa,SEL ,35726,7873,Automatic,AWD,Gas,22,25,Shimmering Silver,Black, Los Angeles, CA
3FA6P0HDXGR215690,2016,Ford,Fusion,SE ,13599,123645,Automatic,FWD,Gas,22,34,Gray,Charcoal Black, Riverside, CA
WAUFFAFLXEA080759,2014,Audi,A4,Premium Plus Sedan 2.0T quattro ,13490,93000,Automatic,AWD,Gas,20,29,Brilliant Black,Black, Los Angeles, CA
1FTEW1C56KFA20321,2019,Ford,F-150,XLT SuperCrew 5.5' Box ,29984,70214,Automatic,RWD,Gas,19,25,Oxford White,Black, Tempe, AZ
WAUB1GFF5KA088578,2019,Audi,S3,Premium Plus,38994,13000,Automatic,AWD,Gas,22,29,Mythos Black Metallic,Black, Beverly Hills, CA
1C6SRFFT4LN241402,2020,Ram,1500,"Big Horn Crew Cab 5'7"" Box ",40997,64558,Automatic,4WD,Gas,19,24,Billet Silver Metallic Clearcoat,Black, Dickson, TN
KM8KRDAF9NU080922,2022,Hyundai,IONIQ,Limited ,49995,23794,Automatic,AWD,Electric,256,,Lucid Blue,Black, Salt Lake City, UT
JTDKARFU0J3055102,2018,Toyota,Prius,Three,23722,59022,Automatic,FWD,Hybrid,54,50,Super White,Moonstone, Raleigh, NC
1V2MR2CA0KC557093,2019,Volkswagen,Atlas,V6 SEL 3.6L 4MOTION,33994,37263,Automatic,AWD,Gas,17,23,Deep Black Pearl,Shetland Beige, Boise, ID
1GCRCREHXJZ166606,2018,Chevrolet,Silverado,LT Double Cab Standard Box ,27314,55066,Automatic,RWD,Gas,18,24,Summit White,Jet Black, Sanford, NC
W1N4M4GB4LW027944,2020,Mercedes-Benz,GLB,GLB 250,34999,51463,Automatic,FWD,Gas,23,30,Digital White Metallic,Unknown, North Salt Lake, UT
1FTEW1EG4HFB76428,2017,Ford,F-150,Platinum SuperCrew 5.5' Box ,44988,33001,Automatic,4WD,Gas,15,21,White Platinum Metallic Tri-Coat,Black, Midland, TX
1C6SRFFT6LN382715,2020,Ram,1500,"Big Horn Crew Cab 5'7"" Box ",41995,17020,Automatic,4WD,Gas,19,24,Bright White Clearcoat,Black, Vineland, NJ
1N4BL4BV5LC206875,2020,Nissan,Altima,2.5 S ,18500,69797,Automatic,FWD,Gas,28,39,Brilliant Silver Metallic,Charcoal, Edgewood, MD
5NPDH4AE9FH635953,2015,Hyundai,Elantra,SE Sedan ,9698,112140,Automatic,FWD,Gas,28,38,Phantom Black,Beige, Bountiful, UT
W1N0G8DB0MV311063,2021,Mercedes-Benz,GLC,GLC 300 SUV ,37431,27060,Automatic,RWD,Gas,22,29,Designo Diamond White Metallic,Black, Van Nuys, CA
3GCPYFED3MG381964,2021,Chevrolet,Silverado,LT Trail Boss Crew Cab Short Bed ,48000,32208,Automatic,4WD,Gas,16,21,Northsky Blue Metallic,Gideon/Very Dark Atmosphere, Macon, GA
1C6RRFFG1LN351566,2020,Ram,1500,"Big Horn Crew Cab 5'7"" Box ",34885,62497,Automatic,4WD,Gas,19,24,Delmonico Red Pearlcoat,Black, Dickson, TN
YV4102RK2J1058737,2018,Volvo,XC60,T5 Momentum,27999,48022,Automatic,AWD,Gas,22,28,Crystal White Metallic,Tan, Online Retailer,
W1N0G8DB9NV388693,2022,Mercedes-Benz,GLC,GLC 300 SUV ,41985,8216,Automatic,RWD,Gas,22,27,Graphite Grey Metallic,Magma Grey/Black, Peoria, AZ
58AEZ1B13LU053381,2020,Lexus,ES,ES 350 Luxury,36998,11997,Automatic,FWD,Gas,22,32,Ultra White,Unknown, Glendale, CA
5NMJB3AE4PH171127,2023,Hyundai,Tucson,SEL ,29595,3541,Automatic,FWD,Gas,25,32,Calypso Red,Black, Salt Lake City, UT
2T3P1RFV1NC285749,2022,Toyota,RAV4,XLE ,33249,10689,Automatic,AWD,Gas,27,33,Midnight Black Metallic,Unknown, Ogden, UT
5NPD84LF2LH620616,2020,Hyundai,Elantra,SEL IVT (SULEV),18990,39929,Automatic,FWD,Gas,30,40,Phantom Black,Gray, Frankfort, KY
19XFB2F54CE379437,2012,Honda,Civic,LX Sedan ,12998,114362,Automatic,FWD,Gas,28,39,Gray,Gray, Meridian, ID
2G1FB1E33C9136350,2012,Chevrolet,Camaro,LT with 1LT Coupe,10995,101853,Automatic,RWD,Gas,17,28,Rally Yellow,Black, Bountiful, UT
1FTFW1E85MFB43901,2021,Ford,F-150,Limited SuperCrew 5.5' Box ,68869,13476,Automatic,4WD,Gas,18,23,Agate Black Metallic,Admiral Blue, Prince George, VA
JTENU5JR1M5940641,2021,Toyota,4Runner,SR5 Premium ,40340,38585,Automatic,4WD,Gas,16,19,Super White,Black/Graphite, Bountiful, UT
55SWF4JBXGU155150,2016,Mercedes-Benz,C-Class,C 300 Sedan ,22495,50220,Automatic,RWD,Gas,25,34,Diamond White Metallic,Unknown, Modesto, CA
JTHBB1BA3A2002229,2010,Lexus,HS,HS 250h,12588,88890,Automatic,FWD,Hybrid,35,34,Burgundy,Black, Garden City, ID
3GNAXJEV9LS533267,2020,Chevrolet,Equinox,LT with 2FL ,27000,78918,Automatic,FWD,Gas,27,39,Pearl White,Beige, Philadelphia, PA
1FMCU0G93FUB31152,2015,Ford,Escape,SE ,10980,102362,Automatic,FWD,Gas,23,32,Magnetic,Charcoal Black, Bellflower, CA
1FMCU0GD0KUA71958,2019,Ford,Escape,SE ,20998,39782,Automatic,FWD,Gas,23,30,Magnetic Metallic,Unknown, Murrieta, CA
1C4PJMDX8KD413421,2019,Jeep,Cherokee,Limited ,25998,41169,Automatic,4WD,Gas,19,27,Bright White Clearcoat,Black, Grand Rapids, MI
5TFDY5F19LX954488,2020,Toyota,Tundra,SR5 CrewMax 5.5' Bed 5.7L ,38862,64742,Automatic,4WD,Gas,13,17,Super White,Black, Vidalia, GA
2FMPK3G98KBC22281,2019,Ford,Edge,SE ,15999,84197,Automatic,FWD,Gas,22,29,Agate Black,Ebony, Tulsa, OK
JM3KFADM3L0722228,2020,Mazda,CX-5,Grand Touring ,27541,28885,Automatic,FWD,Gas,25,31,Snowflake White Pearl Mica,Black, Glendale, CA
3FA6P0SU5GR194367,2016,Ford,Fusion,Energi Titanium ,18998,55268,Automatic,FWD,Plug-In Hybrid,95,81,Magnetic,Charcoal Black, Inglewood, CA
3N1AB8CV4MY227906,2021,Nissan,Sentra,SV ,23275,54963,Automatic,FWD,Gas,29,39,Electric Blue Metallic,Charcoal, Columbus, TX
WUAKBAFX3L7900015,2020,Audi,R8,V10 performance Coupe,199900,12356,Automatic,AWD,Gas,13,20,Mythos Black Metallic,Express Red, Los Angeles, CA
4S3BWAF65M3012139,2021,Subaru,Legacy,2.5i Premium,24399,43633,Automatic,AWD,Gas,27,35,Ice Silver Metallic,Slate Black, Online Retailer,
2HGFC2F76GH556435,2016,Honda,Civic,EX Sedan ,18399,64181,Automatic,FWD,Gas,31,41,White Orchid Pearl,Black, Montebello, CA
WDD2J5JB6KA040279,2019,Mercedes-Benz,CLS,CLS 450 Coupe,44500,36139,Automatic,RWD,Gas,24,31,Designo Diamond White,Marsala Brown And Espresso Brown, West Covina, CA
1N4AA5AP5DC846967,2013,Nissan,Maxima,S,13490,88465,Automatic,FWD,Gas,19,26,Brilliant Silver Metallic,Charcoal, Houston, TX
WP1AB2A50LLB37834,2020,Porsche,Macan,S ,49981,34679,Automatic,AWD,Gas,18,23,White,Black, Riverside, CA
WDC0G4JB3KV149750,2019,Mercedes-Benz,GLC,GLC 300 ,23205,23404,Automatic,4WD,Gas,18,23,Ingot Silver Metallic,Black, Harrison, AR
1N4BL4BV4LC252987,2020,Nissan,Altima,2.5 S ,22576,23802,Automatic,FWD,Gas,28,39,Super Black,Charcoal, Charleston, SC
3N1AB7AP1KY330048,2019,Nissan,Sentra,S ,13998,42005,Automatic,FWD,Gas,27,35,Fresh Powder,Charcoal, Miami, FL
5NMS3CAD5LH290484,2020,Hyundai,Santa,SEL 2.4L ,24605,37488,Automatic,AWD,Gas,21,27,Twilight Black,Black/Black, Jacksonville, FL
1FMSK8FH5MGB52332,2021,Ford,Explorer,Limited ,33050,66727,Automatic,4WD,Gas,20,27,Carbonized Gray Metallic,Ebony, Fort Wayne, IN
1FMCU0GD9JUB09377,2018,Ford,Escape,SE ,20998,34860,Automatic,FWD,Gas,23,30,Magnetic Metallic,Charcoal Black, San Antonio, TX
2C4RDGCG6KR692318,2019,Dodge,Grand,SXT,22127,68942,Automatic,FWD,Gas,17,25,Billet Clearcoat,Black, Denver, CO
2C3CDZBG8FH895326,2015,Dodge,Challenger,SXT Plus ,16295,126479,Automatic,RWD,Gas,19,30,Pitch Black Clearcoat,Black, San Antonio, TX
