vin,year,make,model,trim,price,mileage,transmission,drivetrain,fuel_type,city_mpg,hwy_mpg,exterior_color,interior_color,city,state
1N4AL3AP4FC588068,2015,Nissan,Altima,2.5 S,10250,114701,Automatic,FWD,Gas,27,38,Super Black,Charcoal, Austin, TX
1N4AL3AP7FC185069,2015,Nissan,Altima,2.5 S,8999,108333,Automatic,FWD,Gas,27,38,Silver,Black, San Diego, CA
2HGFB2F51FH543169,2015,Honda,Civic,LX Sedan ,8995,128791,Automatic,FWD,Gas,30,39,Crystal Black Pearl,Black, Escondido, CA
4T1M11AK0LU968922,2020,Toyota,Camry,SE  ,29000,18767,Automatic,FWD,Gas,28,39,Predawn Gray Mica,Black, Midland, TX
W1N0G8EB1NV395135,2022,Mercedes-Benz,GLC,GLC 300 SUV 4MATIC,42169,7898,Automatic,AWD,Gas,21,28,Polar White,Unknown, Nanuet, NY
5YFEPMAE9MP240825,2021,Toyota,Corolla,LE ,18497,51856,Automatic,FWD,Gas,30,38,Black Sand Pearl,Black, Orlando, FL
3N1AB7APXKY231759,2019,Nissan,Sentra,S ,8991,121072,Automatic,FWD,Gas,27,35,Super Black,Charcoal, Charleston, SC
3N1AB7AP3KY249049,2019,Nissan,Sentra,SV ,11430,69121,Automatic,FWD,Gas,29,37,Deep Blue Pearl,Charcoal, Maitland, FL
2HGFC2F67LH602260,2020,Honda,Civic,LX Sedan ,15599,122341,Automatic,FWD,Gas,30,38,Gray,Gray, Fullerton, CA
5YFEPMAE5MP200841,2021,Toyota,Corolla,LE ,19500,61779,Automatic,FWD,Gas,30,38,Super White,Black, San Antonio, TX
5XXGT4L31KG325258,2019,Kia,Optima,LX,15884,42779,Automatic,FWD,Gas,24,33,Snow White Pearl,Black, Arcadia, FL
WDDHF5KBXGB185336,2016,Mercedes-Benz,E-Class,E 350 Sport Sedan ,20280,47317,Automatic,RWD,Gas,20,29,Polar White,Black, Anaheim, CA
5J6RW1H55LA015842,2020,Honda,CR-V,EX ,26476,28425,Automatic,FWD,Gas,28,34,Crystal Black Pearl,Unknown, Montclair, CA
1N4AL2AP1CC216810,2012,Nissan,Altima,2.5 S Sedan ,3995,106195,Automatic,FWD,Gas,23,32,Super Black,Charcoal, Brooklyn, NY
JTDEPRAE8LJ103133,2020,Toyota,Corolla,LE ,17995,61980,Automatic,FWD,Gas,30,38,Black Sand Pearl,Black, Bradenton, FL
5NPE24AF2GH338345,2016,Hyundai,Sonata,SE 2.4L,9995,136051,Automatic,FWD,Gas,25,38,Quartz White Pearl,Gray, Conway, SC
5N1AT3BB9MC752047,2021,Nissan,Rogue,SV ,24997,29085,Automatic,AWD,Gas,25,32,Pearl White Tricoat,Charcoal, Rockford, IL
5YFEPRAE4LP097942,2020,Toyota,Corolla,LE ,17795,65020,Automatic,FWD,Gas,30,38,Celestite,Black, Bradenton, FL
5XXGT4L39JG204573,2018,Kia,Optima,LX,13875,97021,Automatic,FWD,Gas,25,36,Snow White Pearl,Black, Lancaster, CA
5J8YD4H85LL023173,2020,Acura,MDX,SH- with Advance Package,34451,56838,Automatic,AWD,Gas,19,26,Platinum White Pearl,Tan, Dallas, TX
5NPD84LF1LH582389,2020,Hyundai,Elantra,SEL IVT (SULEV),16394,66959,Automatic,FWD,Gas,30,40,Calypso Red,Gray, Athens, GA
W1N0G8EB0NV333158,2022,Mercedes-Benz,GLC,GLC 300 SUV 4MATIC,41995,21741,Automatic,AWD,Gas,21,28,Black,Black, Union, NJ
3MW5R1J05L8B12185,2020,BMW,3,330i ,26011,59729,Automatic,RWD,Gas,26,36,Alpine White,Black, Gainesville, FL
3N1AB8DV5LY210576,2020,Nissan,Sentra,SR ,15995,116390,Automatic,FWD,Gas,28,37,Gun Metallic/Super Black,Sport, Keyport, NJ
1N4AL3AP2FC165618,2015,Nissan,Altima,2.5 S,10990,83169,Automatic,FWD,Gas,27,38,Storm,Charcoal, Fredericksburg, VA
2HGFC2F86MH501729,2021,Honda,Civic,Sport Sedan ,23597,21109,Automatic,FWD,Gas,29,37,Modern Steel Metallic,Unknown, Gainesville, FL
1N4AZ1CP8LC304596,2020,Nissan,LEAF,SV,21998,12156,Automatic,FWD,Electric,150,,Super Black,Black, West Palm Beach, FL
1N4AL3APXDN505793,2013,Nissan,Altima,2.5 SL Sedan,11777,63087,Automatic,FWD,Gas,27,38,Super Black,Charcoal, Los Angeles, CA
4T3L6RFV0MU024514,2021,Toyota,RAV4,Hybrid LE ,21000,149560,Automatic,AWD,Hybrid,41,38,White,Tan, Stone Mountain, GA
KNMAT2MV0KP539452,2019,Nissan,Rogue,S ,12995,154434,Automatic,AWD,Gas,25,32,Glacier White,Charcoal, Victor, NY
5YFEPRAE5LP078011,2020,Toyota,Corolla,LE ,17999,56822,Automatic,FWD,Gas,30,38,Black Sand Pearl,Black, Pompano Beach, FL
JTDKN3DU8A0164963,2010,Toyota,Prius,Four,9000,152320,Automatic,FWD,Hybrid,51,48,Winter Gray Metallic,Black, Smyrna, TN
5NMS33AD4LH252129,2020,Hyundai,Santa,SEL 2.4L ,14995,146561,Automatic,FWD,Gas,22,29,Calypso Red,Black/Beige, Morris, IL
5NPDH4AE2GH734230,2016,Hyundai,Elantra,SE Sedan ,7499,127039,Automatic,FWD,Gas,28,38,Quartz White Pearl,Gray, San Diego, CA
2HKRW1H52MH425319,2021,Honda,CR-V,EX ,21150,99450,Automatic,FWD,Gas,28,34,Lunar Silver Metallic,Unknown, Montclair, CA
19XFC1F31LE002943,2020,Honda,Civic,EX Sedan ,19998,29453,Automatic,FWD,Gas,32,42,Crystal Black Pearl,Black, Lexington, KY
KNMAT2MT2HP605197,2017,Nissan,Rogue,2017.5 SV ,11456,118171,Automatic,FWD,Gas,26,33,Glacier White,Charcoal, Nashville, TN
55SWF4JB2HU205363,2017,Mercedes-Benz,C-Class,C 300 Sedan ,16995,96232,Automatic,RWD,Gas,23,30,Black,Black, Tampa, FL
7FARW1H59LE008118,2020,Honda,CR-V,EX ,25909,35880,Automatic,FWD,Gas,28,34,Sonic Gray Pearl,Unknown, Montclair, CA
5YFEPMAE1MP200092,2021,Toyota,Corolla,LE ,18900,60818,Automatic,FWD,Gas,30,38,Classic Silver Metallic,Black, San Antonio, TX
3TMCZ5AN2LM323123,2020,Toyota,Tacoma,TRD Off Road Double Cab 5' Bed V6  ,16700,46309,Automatic,4WD,Gas,18,22,Magnetic Gray Metallic,Cement, Portland, OR
5YFEPMAE2MP177969,2021,Toyota,Corolla,LE ,17798,32192,Automatic,FWD,Gas,30,38,Super White,Black, Miami, FL
4T1G11AK5LU985082,2020,Toyota,Camry,SE  ,18495,61099,Automatic,FWD,Gas,28,39,Silver,Unknown, Hollywood, FL
5FNYF8H04MB017508,2021,Honda,Passport,Elite ,29999,10185,Automatic,AWD,Gas,19,24,Platinum White Pearl,Black, Sacramento, CA
3TMCZ5AN6MM441080,2021,Toyota,Tacoma,TRD Pro Double Cab 5' Bed V6  ,37746,64003,Automatic,4WD,Gas,18,22,Super White,Black, Annapolis, MD
JTJBT20X950089225,2005,Lexus,GX,GX 470,8971,185977,Automatic,4WD,Gas,15,19,Blizzard Pearl,Gray, Libertyville, IL
5YFEPMAEXMP194308,2021,Toyota,Corolla,LE ,18995,40001,Automatic,FWD,Gas,30,38,Black Sand Pearl,Black, Mesa, AZ
JTDBVRBD6KA006123,2019,Toyota,Mirai,Sedan,16495,23390,Automatic,FWD,Hydrogen,66,66,Elemental Silver Metallic,Black, Riverside, CA
KNDJ23AU6M7138267,2021,Kia,Soul,S IVT,18988,25231,Automatic,FWD,Gas,29,35,Snow White Pearl,Black, Tampa, FL
5XXGT4L32LG411969,2020,Kia,Optima,LX ,17100,69505,Automatic,FWD,Gas,24,32,Snow White Pearl,Black, San Antonio, TX
5UXTY5C07L9D35482,2020,BMW,X3,xDrive30i ,32997,29968,Automatic,AWD,Gas,24,29,Jet Black,Black, Morristown, NJ
JTDEPMAE2MJ142336,2021,Toyota,Corolla,LE ,18298,38444,Automatic,FWD,Gas,30,38,Blueprint,Moonstone, West Palm Beach, FL
2HKRW5H32KH408474,2019,Honda,CR-V,LX ,15496,153677,Automatic,FWD,Gas,26,32,Lunar Silver Metallic,Gray, Woodway, TX
3VV2B7AX1LM053042,2020,Volkswagen,Tiguan,2.0T SE R-Line Black 4MOTION,22999,40861,Automatic,AWD,Gas,20,27,Platinum Gray Metallic,Titan Black, Woodbury, NJ
JTDEPMAE3MJ151238,2021,Toyota,Corolla,LE ,19980,46384,Automatic,FWD,Gas,30,38,Gray,Unknown, Roswell, NM
JTDFR320920041714,2002,Toyota,MR2,,9995,110349,Manual,RWD,Gas,25,30,White,Red, Honolulu, HI
KNMAT2MT5JP516486,2018,Nissan,Rogue,SV ,19789,65066,Automatic,FWD,Gas,26,33,Gun Metallic,Charcoal, Woodway, TX
4T1C11AKXNU627266,2022,Toyota,Camry,LE  ,21498,12843,Automatic,FWD,Gas,28,39,Predawn Gray Mica,Black, Lexington, KY
5YFBURHE4GP495935,2016,Toyota,Corolla,LE ,11900,104995,Automatic,FWD,Gas,29,38,Blue,Gray, San Antonio, TX
2T1BURHE1FC289762,2015,Toyota,Corolla,LE Premium ,15995,52931,Automatic,FWD,Gas,29,38,Super White,Steel Gray, Melbourne, FL
JTDEPMAE9NJ205269,2022,Toyota,Corolla,LE ,21491,11823,Automatic,FWD,Gas,30,38,Black Sand Pearl,Black, Longwood, FL
KMHD35LH3GU306339,2016,Hyundai,Elantra,GT Hatchback ,8998,85420,Automatic,FWD,Gas,24,33,Black Noir Pearl,Black, Miami, FL
2T1BURHE1JC000226,2018,Toyota,Corolla,LE ,14995,63040,Automatic,FWD,Gas,28,36,Silver,Black, Escondido, CA
WDDGF4HB0DA765161,2013,Mercedes-Benz,C-Class,C 250 Sport Sedan ,8455,112088,Automatic,RWD,Gas,21,31,White,Tan, Orlando, FL
4T1G11AK1MU591225,2021,Toyota,Camry,SE ,23988,40817,Automatic,FWD,Gas,28,39,Midnight Black Metallic,Unknown, Daly City, CA
1N4AL3APXDN505793,2013,Nissan,Altima,2.5 SL Sedan,11777,63087,Automatic,FWD,Gas,27,38,Super Black,Charcoal, Los Angeles, CA
3KPF24AD1ME350487,2021,Kia,Forte,LXS IVT,18995,39118,Automatic,FWD,Gas,29,40,Clear White,Black, San Diego, CA
3N1AB7AP5KY225853,2019,Nissan,Sentra,SV ,15000,45656,Automatic,FWD,Gas,29,37,Brilliant Silver,Charcoal, Boise, ID
JTDKN3DU2A0027744,2010,Toyota,Prius,Two,9991,130678,Automatic,FWD,Hybrid,51,48,White,Tan, Sacramento, CA
5YFEPRAE1LP072741,2020,Toyota,Corolla,LE ,20542,21049,Automatic,FWD,Gas,30,38,Celestite,Black, Orlando, FL
KNMAT2MV0LP524225,2020,Nissan,Rogue,SV ,20990,22933,Automatic,AWD,Gas,25,32,Caspian Blue Metallic,Charcoal, Farmingdale, NY
JTDEPRAE5LJ094939,2020,Toyota,Corolla,LE ,17898,40384,Automatic,FWD,Gas,30,38,Super White,Black, Orlando, FL
2HGFB2F55CH518044,2012,Honda,Civic,LX Sedan ,12699,82114,Automatic,FWD,Gas,28,39,Crystal Black Pearl,Gray, Escondido, CA
19XFB2F57CE061831,2012,Honda,Civic,LX Sedan ,7988,189204,Automatic,FWD,Gas,28,39,Polished Metal Metallic,Gray, San Diego, CA
5NPD74LF4KH476150,2019,Hyundai,Elantra,SE 2.0L ,16100,85693,Automatic,FWD,Gas,29,38,Symphony Silver,Black, Kissimmee, FL
3N1AB7AP1KY321012,2019,Nissan,Sentra,SV ,17643,63235,Automatic,FWD,Gas,29,37,Fresh Powder,Charcoal, San Angelo, TX
5FNRL6H78KB113573,2019,Honda,Odyssey,EX-L,20999,71250,Automatic,FWD,Gas,19,28,Blue,Gray, Nashville, TN
19XFB2F51CE096090,2012,Honda,Civic,LX Sedan ,8992,113020,Automatic,FWD,Gas,28,39,Crystal Black Pearl,Unknown, Dayton, OH
WBXPA93426WD28692,2006,BMW,X3,3.0i ,4499,140901,Automatic,AWD,Gas,17,25,Alpine White,Beige, Paterson, NJ
5FNRL5H69CB030298,2012,Honda,Odyssey,EX-L,10598,145000,Automatic,FWD,Gas,18,27,White,Beige, Sacramento, CA
JN8AT2MV2LW102029,2020,Nissan,Rogue,SV ,17888,38833,Automatic,AWD,Gas,25,32,Brilliant Silver Metallic,Charcoal, Long Island City, NY
3KPFL4A72HE067755,2017,Kia,Forte,LX Sedan ,9998,106808,Automatic,FWD,Gas,29,38,Deep Sea Blue,Black, Austin, TX
1N4BL4DV3MN342313,2021,Nissan,Altima,2.5 SV ,19799,27474,Automatic,FWD,Gas,27,37,Brilliant Silver Metallic,Charcoal, Fort Myers, FL
W1N0G8EB2NG119406,2022,Mercedes-Benz,GLC,GLC 300 SUV 4MATIC,44998,2784,Automatic,AWD,Gas,21,28,Polar White,Silk Beige/Black, Nanuet, NY
5YFBURHE8FP229073,2015,Toyota,Corolla,S Plus ,8995,201110,Manual,FWD,Gas,28,37,White,Black, Citrus Heights, CA
5YFBU4EE6DP201826,2013,Toyota,Corolla,LE ,7999,136950,Automatic,FWD,Gas,26,34,Silver,Gray, Fullerton, CA
KNDJP3A55G7385634,2016,Kia,Soul,+ ,11900,104576,Automatic,FWD,Gas,24,31,Shadow Black,Black, Portland, OR
JTDEPRAE1LJ089253,2020,Toyota,Corolla,LE ,16495,69439,Automatic,FWD,Gas,30,38,Super White,Black, Hollywood, FL
4T1G11AK0MU407991,2021,Toyota,Camry,SE ,23388,60721,Automatic,FWD,Gas,28,39,Midnight Black Metallic,Ash, Hearne, TX
1N4BL4BV1LC227626,2020,Nissan,Altima,2.5 S ,18995,58448,Automatic,FWD,Gas,28,39,Super Black,Charcoal, Savannah, GA
5J6RW2H98LL013404,2020,Honda,CR-V,Touring ,24991,63450,Automatic,AWD,Gas,27,32,Modern Steel Metallic,Black, Amarillo, TX
5YFEPMAE4MP180419,2021,Toyota,Corolla,LE ,19699,64355,Automatic,FWD,Gas,30,38,Barcelona Red Metallic,Black, Lithia Springs, GA
JTDKN3DU9F0463160,2015,Toyota,Prius,Two,12990,144398,Automatic,FWD,Hybrid,51,48,White,Gray, Sun Valley, CA
4T1BF1FK0CU191126,2012,Toyota,Camry,SE I4 ,10786,98761,Automatic,FWD,Gas,25,35,Gray,Black, Fairfax, VA
JTDEPRAE3LJ036439,2020,Toyota,Corolla,LE ,18971,61855,Automatic,FWD,Gas,30,38,Classic Silver Metallic,Unknown, Gainesville, FL
2HGFC1F73HH633693,2017,Honda,Civic,EX-L Sedan ,14499,117823,Automatic,FWD,Gas,32,42,White,Unknown, Garland, TX
KM8J3CAL8LU176342,2020,Hyundai,Tucson,Ultimate ,25849,40893,Automatic,AWD,Gas,21,26,Magnetic Force,Black, Corpus Christi, TX
5NPD84LFXLH615065,2020,Hyundai,Elantra,SEL IVT (SULEV),17952,61305,Automatic,FWD,Gas,30,40,Calypso Red,Gray, Victoria, TX
1N4BL4BV7LC238016,2020,Nissan,Altima,2.5 S ,18500,60924,Automatic,FWD,Gas,28,39,Gun Metallic,Charcoal, San Antonio, TX
5YFEPMAEXMP268617,2021,Toyota,Corolla,LE ,19995,42390,Automatic,FWD,Gas,30,38,Black Sand Pearl,Light Gray, Louisville, KY
19XFC2F63KE011027,2019,Honda,Civic,LX Sedan ,15995,52645,Automatic,FWD,Gas,30,38,Platinum White Pearl,Black, Woodbridge, VA
5YFEPMAE4MP243079,2021,Toyota,Corolla,LE ,20489,35781,Automatic,FWD,Gas,30,38,Super White,Light Gray, Jacksonville, FL
5YFEPMAE4MP186706,2021,Toyota,Corolla,LE ,20980,64170,Automatic,FWD,Gas,30,38,Super White,Light Gray, Memphis, TN
KMHFG4JG7CA133549,2012,Hyundai,Azera,Base,10988,101325,Automatic,FWD,Gas,20,28,Porcelain White Pearl,Camel, Lexington Park, MD
W1N0G8DB5NV364701,2022,Mercedes-Benz,GLC,GLC 300 SUV ,45998,9059,Automatic,RWD,Gas,22,27,Polar White,Silk Beige/Black, Fresno, CA
5YFEPRAE7LP125281,2020,Toyota,Corolla,LE ,21049,21164,Automatic,FWD,Gas,30,38,Super White,Light Gray, Miami, FL
5YFEPRAE6LP076249,2020,Toyota,Corolla,LE ,16568,71207,Automatic,FWD,Gas,30,38,Celestite,Light Gray, Lake Worth, FL
JTDS4MCE4MJ059516,2021,Toyota,Corolla,SE ,16500,154692,Automatic,FWD,Gas,31,40,Blueprint,Black, Wichita, KS
5YFEPMAE8MP168080,2021,Toyota,Corolla,LE ,21369,56074,Automatic,FWD,Gas,30,38,Black Sand Pearl,Black, Lubbock, TX
2T3W1RFV2MC095758,2021,Toyota,RAV4,XLE ,27500,65978,Automatic,FWD,Gas,28,35,Midnight Black Metallic,Black, West Palm Beach, FL
2HGFC2F66LH532461,2020,Honda,Civic,LX Sedan ,21799,28860,Automatic,FWD,Gas,30,38,Platinum White Pearl,Black, Roseville, CA
JTDEPMAE4MJ182580,2021,Toyota,Corolla,LE ,22098,26290,Automatic,FWD,Gas,30,38,Celestite,Black, Zebulon, NC
1HGCR3F89FA010192,2015,Honda,Accord,EX-L V6 Sedan ,18751,29785,Automatic,FWD,Gas,21,34,Gray,Gray, Miami, FL
JTDEPMAE4MJ182661,2021,Toyota,Corolla,LE ,19987,35150,Automatic,FWD,Gas,30,38,Unknown,Black, Fayetteville, NC
5N1AT2MT3KC718022,2019,Nissan,Rogue,S ,11494,168937,Automatic,FWD,Gas,26,33,Glacier White,Charcoal, Columbus, OH
W1N0G8EB9NG119323,2022,Mercedes-Benz,GLC,GLC 300 SUV 4MATIC,42776,8350,Automatic,AWD,Gas,21,28,Polar White,Black, White Plains, NY
JTHBK1EG0B2445990,2011,Lexus,ES,ES 350,12995,115831,Automatic,FWD,Gas,19,27,Starfire Pearl,Tan, Houston, TX
3N1CP5CV8LL529221,2020,Nissan,Kicks,SV,18888,34312,Automatic,FWD,Gas,31,36,Super Black,Charcoal, Tampa, FL
JHLRE3H78BC001140,2011,Honda,CR-V,EX-L ,7888,125347,Automatic,FWD,Gas,21,28,Black,Ivory, Miami, FL
JTDKN3DP7C3009297,2012,Toyota,Prius,Plug-in Hybrid Advanced,13995,114848,Automatic,FWD,Hybrid,51,49,Blue,Gray, San Diego, CA
JTDKN3DU4A0179234,2010,Toyota,Prius,Two,8199,147531,Automatic,FWD,Hybrid,51,48,Silver,Unknown, Tuscaloosa, AL
5NPD84LF8LH583216,2020,Hyundai,Elantra,SEL 2.0L IVT,14300,84375,Automatic,FWD,Gas,30,40,Lakeside Blue,Gray, Stafford, VA
4T1C11AK3MU592682,2021,Toyota,Camry,LE ,23988,18063,Automatic,FWD,Gas,28,39,Celestial Silver Metallic,Ash, Corpus Christi, TX
3VV1B7AX3LM073806,2020,Volkswagen,Tiguan,2.0T S ,20817,36275,Automatic,FWD,Gas,22,29,Deep Black Pearl,Storm Gray, Gainesville, FL
4T3E6RFVXMU045170,2021,Toyota,RAV4,Hybrid XSE ,29999,94701,Automatic,AWD,Hybrid,41,38,Silver Sky Metallic/Midnight Black Metallic,Black, Plano, TX
JTHBJ46G372127064,2007,Lexus,ES,ES 350,8755,125791,Automatic,FWD,Gas,21,30,Gray,Lt Gray, San Antonio, TX
JTDVPRAE0LJ107208,2020,Toyota,Corolla,LE ,18990,34072,Automatic,FWD,Gas,30,38,Blueprint,Light Gray, Fort Lauderdale, FL
19UUA66228A025628,2008,Acura,TL,,4900,206798,Automatic,FWD,Gas,18,26,Gray,Gray, Denver, CO
JN8AT2MV1LW131487,2020,Nissan,Rogue,S ,21495,35308,Automatic,AWD,Gas,25,32,Magnetic Black Pearl,Charcoal, East Haven, CT
4T1BF1FK6HU800775,2017,Toyota,Camry,SE I4 ,16500,63217,Automatic,FWD,Gas,24,33,Midnight Black Metallic,Almond, Granbury, TX
3N1AB7AP6KY257131,2019,Nissan,Sentra,SV ,13500,66298,Automatic,FWD,Gas,29,37,Brilliant Silver,Charcoal, Tulsa, OK
5YFEPMAE5MP207580,2021,Toyota,Corolla,LE ,19991,45558,Automatic,FWD,Gas,30,38,Super White,Black, Morrow, GA
5XXGT4L34LG420642,2020,Kia,Optima,LX ,18800,16766,Automatic,FWD,Gas,24,32,Gravity Grey,Black, New Port Richey, FL
55SWF4KB2FU069683,2015,Mercedes-Benz,C-Class,C 300 Sedan 4MATIC,14499,115940,Automatic,AWD,Gas,24,31,Silver,Unknown, High Point, NC
19XFB2F55CE310305,2012,Honda,Civic,LX Sedan ,8795,141703,Automatic,FWD,Gas,28,39,Urban Titanium Metallic,Gray, Fort Worth, TX
19XFB2F58CE383278,2012,Honda,Civic,LX Sedan ,11457,81899,Automatic,FWD,Gas,28,39,Taffeta White,Beige, Nashville, TN
3N1AB8CV0MY249398,2021,Nissan,Sentra,SV ,19996,43040,Automatic,FWD,Gas,29,39,Super Black,Charcoal, Pensacola, FL
55SWF8DB3KU301738,2019,Mercedes-Benz,C-Class,C 300 Sedan ,27580,35146,Automatic,RWD,Gas,23,34,Black,Silk Beige, Daytona Beach, FL
JTHKD5BH9D2171142,2013,Lexus,CT,CT 200h,18661,76342,Automatic,FWD,Hybrid,43,40,Starfire Pearl,Black, Cerritos, CA
5NPD84LF0LH582657,2020,Hyundai,Elantra,SEL 2.0L IVT,17195,58714,Automatic,FWD,Gas,30,40,Portofino Gray,Black, Glen Burnie, MD
3KPF24AD4ME305723,2021,Kia,Forte,LXS IVT,17400,60325,Automatic,FWD,Gas,29,40,Aurora Black,Black, San Antonio, TX
5XXGT4L3XKG288386,2019,Kia,Optima,LX,17695,41047,Automatic,FWD,Gas,24,33,Snow White Pearl,Black, Colton, CA
2HGFC2F88LH501858,2020,Honda,Civic,Sport Sedan ,23301,60496,Automatic,FWD,Gas,30,38,Platinum White Pearl,Black, Costa Mesa, CA
1N4AL3AP8FN384264,2015,Nissan,Altima,2.5 S,7995,151238,Automatic,FWD,Gas,27,38,Gun Metallic,Charcoal, Schaumburg, IL
5YFEPRAE0LP061021,2020,Toyota,Corolla,LE ,16849,79546,Automatic,FWD,Gas,30,38,Super White,Black, Tampa, FL
5XXGT4L30LG431976,2020,Kia,Optima,LX ,17977,61935,Automatic,FWD,Gas,24,32,Ebony Black,Black, Killeen, TX
2HGFB2F50CH520672,2012,Honda,Civic,LX Sedan ,7900,180727,Automatic,FWD,Gas,28,39,Alabaster Silver Metallic,Gray, Richmond, TX
5YFEPMAE7MP217298,2021,Toyota,Corolla,LE ,21994,38055,Automatic,FWD,Gas,30,38,Black Sand Pearl,Black, Pelham, AL
5YFBU4EE3DP181051,2013,Toyota,Corolla,LE ,7991,189545,Automatic,FWD,Gas,26,34,Super White,Bisque, Roseville, CA
1N4BL4BV6LN302454,2020,Nissan,Altima,2.5 S ,13995,57383,Automatic,FWD,Gas,28,39,Super Black,Charcoal, Long Island City, NY
5UXWX5C52CL723313,2012,BMW,X3,xDrive28i ,10999,115049,Automatic,AWD,Gas,19,25,Alpine White,Chestnut, Englewood, CO
KNDJ23AU0L7009374,2020,Kia,Soul,S IVT,17000,23102,Automatic,FWD,Gas,27,33,Gravity Gray,Black, Post Falls, ID
5YFEPMAE2MP176742,2021,Toyota,Corolla,LE ,15099,148925,Automatic,FWD,Gas,30,38,Black Sand Pearl,Moonstone, Cincinnati, OH
3TMAZ5CNXKM083547,2019,Toyota,Tacoma,SR5 Double Cab 5' Bed V6  ,22880,147805,Automatic,RWD,Gas,19,24,Super White,Cement Gray, Waco, TX
JF2GTAPC7L8239077,2020,Subaru,Crosstrek,2.0i Premium ,18995,28745,Automatic,AWD,Gas,27,33,Ice Silver Metallic,Black W/Orange Stitching, Portland, OR
JTDVPMAE9N3009420,2022,Toyota,Corolla,LE ,20994,14726,Automatic,FWD,Gas,30,38,Classic Silver Metallic,Light Gray, Pompano Beach, FL
KNAFK4A67G5575429,2016,Kia,Forte,LX Sedan ,9641,76188,Automatic,FWD,Gas,26,39,Clear White,Black, Fort Myers, FL
5XXGT4L34GG024216,2016,Kia,Optima,LX,11995,93395,Automatic,FWD,Gas,24,35,Ebony Black,Beige, Escondido, CA
5FNYF5H98GB038041,2016,Honda,Pilot,Touring with Navigation/Rear Entertainment System ,13499,175063,Automatic,FWD,Gas,20,27,White Diamond Pearl,Unknown, Lewisville, TX
3KPF24AD4ME286963,2021,Kia,Forte,LXS IVT,18352,65266,Automatic,FWD,Gas,29,40,Clear White,Black, Killeen, TX
JN1AZ0CP0CT015834,2012,Nissan,LEAF,SL,12000,23610,Automatic,FWD,Electric,73,,Brilliant Silver,Light Grey, Tacoma, WA
JTDEPRAE1LJ041512,2020,Toyota,Corolla,LE ,16498,76924,Automatic,FWD,Gas,30,38,Classic Silver Metallic,Black, Orlando, FL
JTHBA30GX55136830,2005,Lexus,ES,ES 330,4999,158356,Automatic,FWD,Gas,21,29,Classic Silver Metallic,Gray, Corona, CA
5XXGT4L39JG184132,2018,Kia,Optima,LX,11995,75741,Automatic,FWD,Gas,25,36,Ebony Black,Black, Marietta, GA
5YFBURHE1KP871435,2019,Toyota,Corolla,LE ,11995,149297,Automatic,FWD,Gas,28,36,Black,Grey, Sanford, NC
5YFEPMAE1MP245842,2021,Toyota,Corolla,LE ,20100,42896,Automatic,FWD,Gas,30,38,Classic Silver Metallic,Black, San Antonio, TX
19XFC2F71JE010773,2018,Honda,Civic,EX Sedan ,16999,72434,Automatic,FWD,Gas,31,40,White Orchid Pearl,Unknown, Lewisville, TX
5YFEPMAE3NP372206,2022,Toyota,Corolla,LE ,22491,4323,Automatic,FWD,Gas,30,38,Black Sand Pearl,Black, Longwood, FL
3N1CN8EVXML824875,2021,Nissan,Versa,SV ,18490,17517,Automatic,FWD,Gas,32,40,Brilliant Silver Metallic,Graphite, Ocoee, FL
1N4BL4BV0LC209702,2020,Nissan,Altima,2.5 S ,19995,61848,Automatic,FWD,Gas,28,39,Brilliant Silver Metallic,Charcoal, Bakersfield, CA
W1N0G8EB2NV396312,2022,Mercedes-Benz,GLC,GLC 300 SUV 4MATIC,43995,10238,Automatic,AWD,Gas,21,28,Polar White,Silk Beige/Black, Freehold, NJ
19XFC1F91GE203316,2016,Honda,Civic,Touring Sedan ,12484,102910,Automatic,FWD,Gas,31,42,Aegean Blue Metallic,Black, Seffner, FL
4T1B11HK3KU762151,2019,Toyota,Camry,L ,20129,67953,Automatic,FWD,Gas,29,41,Midnight Black Metallic,Ash, Santa Rosa, CA
1HGCV1F35KA057248,2019,Honda,Accord,Sport 1.5T ,23995,50752,Automatic,FWD,Gas,29,35,Platinum White Pearl,Unknown, National City, CA
2HGFB6E52FH705206,2015,Honda,Civic,Si Sedan ,15595,105041,Manual,FWD,Gas,22,31,White,Red, Norco, CA
5XXGT4L32LG424589,2020,Kia,Optima,LX ,14000,118245,Automatic,FWD,Gas,24,32,Snow White Pearl,Black, Corona, CA
JM3KFBCM6L0781149,2020,Mazda,CX-5,Touring ,15997,105065,Automatic,AWD,Gas,24,30,Jet Black Mica,Black, Dumfries, VA
3TMCZ5AN7NM517780,2022,Toyota,Tacoma,TRD Off Road Double Cab 5' Bed V6  ,37550,17442,Automatic,4WD,Gas,18,22,White,Black/Gun Metal, Carlisle, PA
W1N0G8EB9NG119483,2022,Mercedes-Benz,GLC,GLC 300 SUV 4MATIC,44862,3107,Automatic,AWD,Gas,21,28,Black,Unknown, Nanuet, NY
2T2ZZMCA5KC129123,2019,Lexus,RX,RX 350 ,40993,28927,Automatic,FWD,Gas,20,28,Eminent White Pearl,Parchment, Grapevine, TX
19XFC2F82LE212050,2020,Honda,Civic,Sport Sedan ,23852,31410,Automatic,FWD,Gas,30,38,Platinum White Pearl,Black, Cerritos, CA
