vin,year,make,model,trim,price,mileage,transmission,drivetrain,fuel_type,city_mpg,hwy_mpg,exterior_color,interior_color,city,state
58ABK1GG4HU041381,2017,Lexus,ES,ES 350,29998,14288,Automatic,FWD,Gas,21,30,Atomic Silver,Stratus Gray W/Linear, Jacksonville, FL
1C6SRFGT8KN606483,2019,Ram,1500,"Tradesman Crew Cab 5'7"" Box ",30988,80161,Automatic,4WD,Gas,19,24,Maximum Steel Metallic Clearcoat,Black, Englewood, CO
1HGCR2E50FA151850,2015,Honda,Accord,Sport Sedan I4 ,20998,48718,Manual,FWD,Gas,24,34,Gray,Black, Palm Desert, CA
4T1BF1FK9DU220852,2013,Toyota,Camry,LE I4 ,10499,143835,Automatic,FWD,Gas,25,35,Gray,Unknown, Bakersfield, CA
1FTFW1E81PKD40737,2023,Ford,F-150,XLT SuperCrew 5.5' Box ,59776,5687,Automatic,4WD,Gas,19,22,Area 51 Blue,Black, Salt Lake City, UT
1C4RJEBG3MC656760,2021,Jeep,Grand,Limited ,30988,64135,Automatic,RWD,Gas,19,26,Diamond Black Crystal Pearlcoat,Black, Garden Grove, CA
19XFC2F89ME202360,2021,Honda,Civic,Sport Sedan ,23149,59403,Automatic,FWD,Gas,29,37,Crystal Black Pearl,Black, Bellflower, CA
WAUA7GFF8G1020681,2016,Audi,A3,Premium Sedan 1.8T ,17993,63522,Automatic,FWD,Gas,23,33,Monsoon Gray Metallic,Black, Beverly Hills, CA
1FTEW1EGXKFB75470,2019,Ford,F-150,Limited SuperCrew 5.5' Box ,48995,59717,Automatic,4WD,Gas,17,21,White Platinum Metallic Tri-Coat,Camelback, Buford, GA
WBA5R1C00LFH43076,2020,BMW,3,330i ,27686,42992,Automatic,RWD,Gas,26,36,Alpine White,Black, Monrovia, CA
3N1AB8CV7LY255245,2020,Nissan,Sentra,SV ,18883,45078,Automatic,FWD,Gas,29,39,Gun Metallic,Charcoal, Torrance, CA
1FM5K8HC5LGB09882,2020,Ford,Explorer,Platinum ,36595,65435,Automatic,4WD,Gas,18,24,Star White Metallic Tri-Coat,Ebony, Peoria, IL
1FTEW1EP3LKD68651,2020,Ford,F-150,XLT SuperCrew 5.5' Box ,34985,54691,Automatic,4WD,Gas,18,23,Oxford White,Dark Earth Gray, Pompano Beach, FL
1N4BL4BV6LC231753,2020,Nissan,Altima,2.5 S ,19850,38408,Automatic,FWD,Gas,28,39,Super Black,Charcoal, Anaheim, CA
JTDEPRAE8LJ095020,2020,Toyota,Corolla,LE ,19688,85551,Automatic,FWD,Gas,30,38,Super White,Light Gray, Houston, TX
1GCUYEED0LZ273040,2020,Chevrolet,Silverado,RST Crew Cab Standard Bed ,34500,103161,Automatic,4WD,Gas,19,22,Silver Ice Metallic,Jet Black, Arlington, TX
KM8J23A40GU120008,2016,Hyundai,Tucson,SE ,16995,86800,Automatic,FWD,Gas,23,31,Dazzling White,Gray, Studio City, CA
2T3RFREV7EW217210,2014,Toyota,RAV4,XLE ,19475,91789,Automatic,AWD,Gas,22,29,Magnetic Gray Metallic,Black, Bountiful, UT
JTMBFREV4HJ128134,2017,Toyota,RAV4,LE ,23248,75570,Automatic,AWD,Gas,22,28,Magnetic Gray Metallic,Black, Layton, UT
5YJ3E1EB1LF622417,2020,Tesla,Model,Long Range Dual Motor,36952,24121,Automatic,AWD,Electric,322,,Solid Black,Black, Santa Monica, CA
5NMS23AD5KH133989,2019,Hyundai,Santa,SE 2.4L ,19989,15835,Automatic,FWD,Gas,22,29,Lava Orange,Unknown, Tampa, FL
5NTJDDAF7NH001984,2022,Hyundai,Santa,SEL Premium ,37999,14555,Automatic,AWD,Gas,19,27,Ice White,Black, Online Retailer,
WBA3C1C57EK105533,2014,BMW,3,328i Sedan (SULEV),14950,62259,Automatic,RWD,Gas,23,35,Alpine White,Black, Pomona, CA
1C4AJWBGXGL181678,2016,Jeep,Wrangler,Sahara,29589,34945,Manual,4WD,Gas,17,21,Firecracker Red Clearcoat,Black, Online Retailer,
5J8YD4H59LL020606,2020,Acura,MDX,SH- with Technology Package,38998,31348,Automatic,AWD,Gas,19,26,Fathom Blue Pearl,Graystone, Norcross, GA
3FAHP0HA2CR190793,2012,Ford,Fusion,SE ,8700,107100,Automatic,FWD,Gas,23,33,White Suede,Tan, Smyrna, TN
5YJ3E1EA1MF000814,2021,Tesla,Model,Standard Range Plus ,36985,10652,Automatic,RWD,Electric,263,,Pearl White Multi-Coat,Black, Van Nuys, CA
3GCUYDED1MG227485,2021,Chevrolet,Silverado,LT with 1LT Crew Cab Short Bed ,39538,32903,Automatic,4WD,Gas,19,22,Summit White,Jet Black, Pikeville, KY
1FTFW1E87NKD52307,2022,Ford,F-150,XL SuperCrew 5.5' Box ,46995,2205,Automatic,4WD,Gas,19,22,Race Red,Black, Morgan, UT
5LM5J7WC0MGL09485,2021,Lincoln,Aviator,Reserve ,48845,29022,Automatic,RWD,Gas,18,26,Asher Gray,Unknown, Woodland Hills, CA
2T2AZMAAXLC170509,2020,Lexus,RX,RX 350 ,36425,50815,Automatic,FWD,Gas,20,27,Eminent White Pearl,Black, Tampa, FL
3C4NJDDB8JT246711,2018,Jeep,Compass,Trailhawk ,26988,46961,Automatic,4WD,Gas,22,30,White Clearcoat,Ruby Red/Black, Rowland Heights, CA
W1N0G8EB3NV397257,2022,Mercedes-Benz,GLC,GLC 300 SUV 4MATIC,47490,3170,Automatic,AWD,Gas,21,28,Manufaktur Diamond White Metallic,Silk Beige/Black, Union, NJ
JTJJARBZ1L5015466,2020,Lexus,NX,NX 300 F Sport ,32411,40450,Automatic,FWD,Gas,22,28,Ultra White,F Sport Black, Port Lavaca, TX
1C4BJWFG3HL679575,2017,Jeep,Wrangler,Unlimited Rubicon,36235,59290,Automatic,4WD,Gas,16,21,Black Clearcoat,Black, Morgan, UT
JTDEAMDE7N3011163,2022,Toyota,Corolla,Hybrid LE ,30288,5868,Automatic,FWD,Hybrid,53,52,Classic Silver Metallic,Black, Torrance, CA
58ABK1GG6HU036554,2017,Lexus,ES,ES 350,24988,65971,Automatic,FWD,Gas,21,30,Black,Black W/Linear Wood, Panorama City, CA
KMHLM4AG9MU070711,2021,Hyundai,Elantra,SEL IVT (alt),24996,25064,Automatic,FWD,Gas,31,41,Electric Shadow,Medium Gray, Lake Worth, FL
3N1CN8DV5ML897105,2021,Nissan,Versa,S ,19104,33776,Automatic,FWD,Gas,32,40,Super Black,Charcoal, Bryan, TX
5J8YD4H54LL034476,2020,Acura,MDX,SH- with Technology Package,34990,40257,Automatic,AWD,Gas,19,26,Performance Red Pearl,Parchment, Sarasota, FL
1FM5K8GC4LGC69642,2020,Ford,Explorer,ST ,42988,37337,Automatic,4WD,Gas,18,24,Star White Metallic Tri-Coat,Ebony, Platte City, MO
JTEHT05J442063863,2004,Toyota,Land,,9999,279295,Automatic,4WD,Gas,13,17,Natural White,Ivory, McKinney, TX
3GNAXHEV6LS714142,2020,Chevrolet,Equinox,LS with 1LS ,15891,125843,Automatic,FWD,Gas,26,32,Summit White,Medium Ash Gray, Memphis, TN
1G1BE5SM3K7140828,2019,Chevrolet,Cruze,LT with 1SD Sedan,15961,60398,Automatic,FWD,Gas,28,38,Silver Ice Metallic,Jet Black, Miami, FL
WA1ABAFY7P2028467,2023,Audi,Q5,Premium SUV,40988,5130,Automatic,AWD,Gas,23,29,Mythos Black Metallic,Black, Pasadena, CA
5TDBY5G14HS153518,2017,Toyota,Sequoia,SR5 ,31590,95088,Automatic,4WD,Gas,13,17,Magnetic Gray Metallic,Graphite, Lindon, UT
5FNRL6H79KB070555,2019,Honda,Odyssey,EX-L,32910,39837,Automatic,FWD,Gas,19,28,White Diamond Pearl,Mocha, Salt Lake City, UT
WMWXJ1C00R2U29571,2024,MINI,Clubman,Cooper S ALL4,40130,8,Automatic,AWD,Gas,23,32,Island Blue Metallic,Black Pearl, Littleton, CO
JTEHT05J362083007,2006,Toyota,Land,,14999,307987,Automatic,4WD,Gas,13,17,Natural White,Tan, Panorama City, CA
1FTEW1CBXKFC40065,2019,Ford,F-150,XLT SuperCrew 5.5' Box ,30644,59091,Automatic,RWD,Gas,19,25,Magnetic Metallic,Medium Earth Gray, Gainesville, GA
WP1AB2A50FLB73060,2015,Porsche,Macan,S ,35998,32714,Automatic,AWD,Gas,17,23,White,Black, Inglewood, CA
5YFEPMAE5MP167744,2021,Toyota,Corolla,LE ,21991,61407,Automatic,FWD,Gas,30,38,Super White,Black, Savannah, GA
2GKALMEK7H6203472,2017,GMC,Terrain,SLE-1 ,19998,70018,Automatic,FWD,Gas,21,31,Dark Sapphire Blue Metallic,Jet Black, Inglewood, CA
WAUENCF55KA066310,2019,Audi,A5,Premium Plus Sportback,34992,14509,Automatic,AWD,Gas,23,34,Monsoon Gray Metallic,Black, Beverly Hills, CA
5YFBURHE8KP866524,2019,Toyota,Corolla,LE ,19495,30368,Automatic,FWD,Gas,28,36,Celestial,Black, Orlando, FL
1GCUYEED1LZ246610,2020,Chevrolet,Silverado,RST Crew Cab Short Bed ,43884,55333,Automatic,4WD,Gas,19,22,Red Hot,Jet Black, Vidalia, GA
1FMSK7DH9LGC31191,2020,Ford,Explorer,XLT ,28999,48609,Automatic,4WD,Gas,19,22,Northsky Blue Metallic,Unknown, Beloit, WI
1N4BL4DV2MN358244,2021,Nissan,Altima,2.5 SV ,20200,67321,Automatic,FWD,Gas,27,37,Brilliant Silver Metallic,Charcoal, San Antonio, TX
5YFEPMAE0MP218096,2021,Toyota,Corolla,LE ,21650,37242,Automatic,FWD,Gas,30,38,Black Sand Pearl,Black, Nicholasville, KY
1C6SRFHT6KN621997,2019,Ram,1500,"Limited Crew Cab 5'7"" Box ",48998,52607,Automatic,4WD,Gas,19,24,Ivory 3-Coat,Black, Columbus, OH
1FTER4FH5MLD54200,2021,Ford,Ranger,Lariat SuperCrew 5' Box ,40994,51455,Automatic,4WD,Gas,20,24,Carbonized Gray Metallic,Medium Stone, Boise, ID
5XYP6DHC8MG137867,2021,Kia,Telluride,S ,37849,26426,Automatic,AWD,Gas,19,24,Glacier White Pearl,Black, Glendale, CA
19UDE4G73PA004627,2023,Acura,Integra,A-Spec Technology Package ,35997,6967,Manual,FWD,Gas,26,36,Platinum White Pearl,Ebony, Alhambra, CA
1FM5K8GCXLGC12233,2020,Ford,Explorer,ST ,45998,22004,Automatic,4WD,Gas,18,24,Magnetic Metallic,Ebony, Boynton Beach, FL
2T3P1RFV6LW124521,2020,Toyota,RAV4,XLE ,31500,19548,Automatic,AWD,Gas,27,33,Super White,Black, Middle Island, NY
3GKALTEV2LL281070,2020,GMC,Terrain,SLE ,24799,66386,Automatic,AWD,Gas,25,28,Ebony Twilight Metallic,Jet Black, Raleigh, NC
3KPFK4A79HE114282,2017,Kia,Forte,LX Sedan ,9495,88560,Automatic,FWD,Gas,29,38,Deep Sea Blue,Black, Clearwater, FL
5YJ3E1EB8KF391921,2019,Tesla,Model,Long Range Dual Motor,36900,19202,Automatic,AWD,Electric,310,,Red Multi-Coat,Black, Torrance, CA
1N4BL4FW1KC128306,2019,Nissan,Altima,Platinum ,23998,55963,Automatic,AWD,Gas,25,35,Super Black,Charcoal, Fort Myers, FL
1FMCU0GD5KUA18740,2019,Ford,Escape,SE ,21998,36729,Automatic,FWD,Gas,23,30,Ingot Silver Metallic,Chromite Gray/Chrcl Black, Saint Louis, MO
3N1AB8CV8LY237000,2020,Nissan,Sentra,SV ,20995,5193,Automatic,FWD,Gas,29,39,Brilliant Silver Metallic,Charcoal, Canandaigua, NY
4S4BTGKD6L3259261,2020,Subaru,Outback,2.4T Onyx Edition XT,35998,26942,Automatic,AWD,Gas,23,30,Crystal White Pearl,Gray, Cincinnati, OH
4T1G11AK8LU880827,2020,Toyota,Camry,SE  ,27491,35909,Automatic,FWD,Gas,28,39,Celestial Silver Metallic,Ash, Long Beach, CA
WBSNB93558CX10400,2008,BMW,M5,Sedan,39995,71428,Manual,RWD,Gas,11,17,Black Sapphire Metallic,Black, Burbank, CA
5NTJCDAE6NH034310,2022,Hyundai,Santa,SEL ,31999,12417,Automatic,AWD,Gas,21,27,Blue Stone,Black, Lindon, UT
3GCUKREC8JG441214,2018,Chevrolet,Silverado,LT Z71 Crew Cab Standard Box ,40731,40896,Automatic,4WD,Gas,16,22,Black,Jet Black, Salt Lake City, UT
1FM5K8B81HGD16197,2017,Ford,Explorer,Base ,17297,48428,Automatic,4WD,Gas,16,23,Shadow Black,Medium Light Camel, West Palm Beach, FL
JTJBARBZ7K2191068,2019,Lexus,NX,NX 300 ,33489,41969,Automatic,AWD,Gas,22,28,Caviar,Creme, Marietta, GA
5FNRL6H72PB022421,2023,Honda,Odyssey,Sport,42999,8249,Automatic,FWD,Gas,19,28,Crystal Black Pearl,Black, Los Angeles, CA
1C4HJXEG5KW608451,2019,Jeep,Wrangler,Unlimited Moab,39998,24452,Automatic,4WD,Gas,18,23,Black Clearcoat,Black, Bowling Green, KY
7SAYGAEE0NF307852,2022,Tesla,Model,Long Range ,60900,23045,Automatic,AWD,Electric,326,,Pearl White Multi-Coat,Unknown, Salt Lake City, UT
W1N4N5DB1NJ402860,2022,Mercedes-Benz,GLA,AMG GLA 45 4MATIC,67835,102,Automatic,AWD,Gas,19,25,Digital White Metallic,Black, Farmington, UT
1G1BC5SM1H7117949,2017,Chevrolet,Cruze,LS with 1SB Sedan ,15995,88072,Automatic,FWD,Gas,30,40,Silver Ice Metallic,Jet Black, Burbank, CA
5TDBZRFH8KS975927,2019,Toyota,Highlander,LE V6 ,27499,68068,Automatic,AWD,Gas,19,26,Black,Black, Houston, TX
58ADZ1B12LU075139,2020,Lexus,ES,ES 350,36339,22825,Automatic,FWD,Gas,22,32,Atomic Silver,Chateau, Cerritos, CA
5J8YD7H7XLL001193,2020,Acura,MDX,Sport Hybrid with Advance Package SH-,42000,48536,Automatic,AWD,Hybrid,26,27,Platinum White Pearl,Parchment, Escondido, CA
WDD3G4EB4KW011664,2019,Mercedes-Benz,A-Class,A 220 ,26759,51355,Automatic,FWD,Gas,24,35,Iridium Silver Metallic,Black, South Jordan, UT
3N1CP5CU5KL502080,2019,Nissan,Kicks,SV,19988,32972,Automatic,FWD,Gas,31,36,Cayenne Red Metallic,Charcoal, Tampa, FL
1HGCV1F33LA095255,2020,Honda,Accord,Sport 1.5T ,26777,18252,Automatic,FWD,Gas,29,35,Platinum White Pearl,Black, Eatontown, NJ
5FNYF6H53KB068740,2019,Honda,Pilot,EX-L ,29995,41224,Automatic,AWD,Gas,18,26,Black Forest Pearl,Black, Bountiful, UT
1FA6P8THXL5177125,2020,Ford,Mustang,EcoBoost Premium Fastback,28999,19995,Automatic,RWD,Gas,21,30,Magnetic Metallic,Ebony, Valencia, CA
1FTFW1E89NFA36173,2022,Ford,F-150,Limited SuperCrew 5.5' Box ,79980,7270,Automatic,4WD,Gas,18,23,Star White Metallic Tri-Coat,Admiral Blue, Seattle, WA
1FT7W2B65KED45525,2019,Ford,Super,Lariat  Crew Cab 6.75' Box,52999,61581,Automatic,4WD,Gas,18,23,Stone Gray Metallic,Medium Earth Gray, Lithia Springs, GA
3GCPCREC5JG385422,2018,Chevrolet,Silverado,LT Crew Cab Short Box ,27991,28412,Automatic,4WD,Gas,19,22,Black,Black/Medium Dark Slate, Roanoke Rapids, NC
5XXGT4L38GG007001,2016,Kia,Optima,LX,10995,92946,Automatic,FWD,Gas,24,35,Ebony Black,Black, Virginia Beach, VA
WBAKC6C59ACL67986,2010,BMW,7,750i xDrive ,17995,65773,Automatic,AWD,Gas,14,20,Mineral White Metallic,Black, Sunnyvale, CA
1HGCV1F18LA087425,2020,Honda,Accord,LX 1.5T ,24598,61669,Automatic,FWD,Gas,30,38,Platinum White Pearl,Black, Dayton, OH
1FM5K8HC2LGA66893,2020,Ford,Explorer,Platinum ,39754,32482,Automatic,4WD,Gas,18,24,Star White Metallic Tri-Coat,Light Sandstone, South Easton, MA
3FA6P0D96LR130244,2020,Ford,Fusion,Titanium ,20222,78073,Automatic,AWD,Gas,20,29,Oxford White,Ebony, Bountiful, UT
5FNYF5H55LB002668,2020,Honda,Pilot,EX-L ,28998,69276,Automatic,FWD,Gas,19,27,Platinum White Pearl,Black, West Covina, CA
5XXG14J20NG158752,2022,Kia,K5,LXS ,25800,20349,Automatic,FWD,Gas,27,37,Glacial White Pearl,Black, Online Retailer,
1N4BL4BV6LC260315,2020,Nissan,Altima,2.5 S ,20999,74507,Automatic,FWD,Gas,28,39,Super Black,Light Gray, Troy, AL
1V2KR2CA7NC507772,2022,Volkswagen,Atlas,3.6L V6 SE with Technology 4MOTION,36781,9642,Automatic,AWD,Gas,17,23,Tourmaline Blue Metallic,Titan Black, North Salt Lake, UT
3TMCZ5AN5LM289100,2020,Toyota,Tacoma,TRD Off Road Double Cab 5' Bed V6  ,32995,66789,Automatic,4WD,Gas,18,22,Gray,Gray, Framingham, MA
1C6RREMT8NN291511,2022,Ram,1500,"Big Horn Crew Cab 6'4"" Box ",36998,11673,Automatic,RWD,Gas,20,25,Diamond Black Crystal Pearlcoat,Diesel Gray/Black, West Palm Beach, FL
1N4BL4BVXLC128951,2020,Nissan,Altima,2.5 S ,17737,72090,Automatic,FWD,Gas,28,39,Brilliant Silver Metallic,Charcoal, Blackfoot, ID
JTDKBRFU4H3573124,2017,Toyota,Prius,Two,21399,81998,Automatic,FWD,Hybrid,54,50,Unknown,Unknown, Los Angeles, CA
MAJ6S3JL3LC350150,2020,Ford,EcoSport,SES ,14999,45852,Automatic,4WD,Gas,23,29,Smoke Metallic,Ebony Black, Murrieta, CA
WA1LFAFP0FA042025,2015,Audi,Q5,Premium Plus 2.0T quattro,17500,73600,Automatic,AWD,Gas,20,28,Daytona Gray Pearl Effect,Titanium Gray, Brea, CA
1FM5K7F86GGB17973,2016,Ford,Explorer,Limited ,20782,90061,Automatic,FWD,Gas,17,24,Oxford White,Ebony Black, Austin, TX
JTJDARBZ1M2179770,2021,Lexus,NX,NX 300 ,32984,13766,Automatic,FWD,Gas,22,28,Atomic Silver,Black, Miami, FL
JTDEPRAE3LJ045335,2020,Toyota,Corolla,LE ,20998,59154,Automatic,FWD,Gas,30,38,Super White,Black, Sterling, VA
YV4162UM3L2347856,2020,Volvo,XC40,T5 R-Design ,37987,14124,Automatic,AWD,Gas,22,30,Crystal White Metallic,Charcoal, Glendale, CA
5J8YD4H56LL007375,2020,Acura,MDX,SH- with Technology Package,35998,39142,Automatic,AWD,Gas,19,26,Lunar Silver Metallic,Black, Pleasanton, CA
JN8AE2KP9E9105123,2014,Nissan,Quest,S,9495,127201,Automatic,FWD,Gas,19,25,Super Black,Gray, Los Angeles, CA
5UXCR4C04LLW63319,2020,BMW,X5,sDrive40i ,46913,36042,Automatic,RWD,Gas,21,26,Arctic Gray Metallic,Black, Fort Worth, TX
2HGFE2F54NH560070,2022,Honda,Civic,Sport Sedan ,18998,10298,Automatic,FWD,Gas,30,37,Platinum White Pearl,Black, Murrieta, CA
JF2SKAPC1NH460299,2022,Subaru,Forester,Limited,37634,5285,Automatic,AWD,Gas,26,33,Cascade Green Silica,Gray, Hawthorne, CA
1FMSK8FH0LGC19093,2020,Ford,Explorer,Limited ,35984,36920,Automatic,4WD,Gas,20,27,Agate Black Metallic,Ebony, Columbus, OH
1FA6P8CF7H5286471,2017,Ford,Mustang,GT Premium Fastback,27990,70404,Manual,RWD,Gas,15,25,Shadow Black,Ebony, Miami, FL
3GCUYDED8KG310635,2019,Chevrolet,Silverado,LT Crew Cab Short Box ,38879,34657,Automatic,4WD,Gas,19,22,Black,Jet Black, Pikeville, KY
1GTP6DE11J1238716,2018,GMC,Canyon,SLT Crew Cab Standard Box ,32994,85429,Automatic,4WD,Diesel,17,24,Silver,Black, Boise, ID
4T1G11AK6NU703292,2022,Toyota,Camry,SE  ,29700,20669,Automatic,FWD,Gas,28,39,White,Ash, Online Retailer,
1LN6L9NC6H5612755,2017,Lincoln,Continental,Reserve ,35990,25019,Automatic,AWD,Gas,17,25,Diamond Black,Cappuccino, Salt Lake City, UT
1FA6P8TH7J5175913,2018,Ford,Mustang,EcoBoost Fastback,21495,44207,Manual,RWD,Gas,21,31,Blue,Black, Fort Worth, TX
1FTEW1EP0KFD36392,2019,Ford,F-150,Lariat SuperCrew 5.5' Box ,41990,52769,Automatic,4WD,Gas,19,24,Agate Black,Black, Milwaukee, WI
